domain1,N_vectensis,T_adhaerens,C_elegans,D_melanogaster,L_gigantea,Sea_urchin,B_floridae,C_intestinalis,P_marinus,D_rerio,T_rubripes,X_tropicalis,G_gallus,M_musculus,H_sapiens,
PF13944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11974,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,
PF03069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10715,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
PF16365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10342,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,
PF00309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00277,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,
PF06370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12940,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF06362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09067,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF01700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16403,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,
PF09030,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,
PF11413,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,
PF09103,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF09121,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF03561,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,
PF02942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03992,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF16832,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
PF07550,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
PF13670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03799,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
PF04221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16675,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF07709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14336,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
PF01768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11101,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
PF04691,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,
PF08988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05272,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,
PF11905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02295,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,
PF10451,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF12567,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
PF07564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00029,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,
PF15190,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF16481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08829,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
PF03197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15282,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF12270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08831,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,
PF10861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17425,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,
PF13859,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF16766,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF10734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12464,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF11433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08394,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,
PF05756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14623,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,
PF00666,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,
PF16783,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,
PF06643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05638,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF17110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13205,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,
PF16952,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF05326,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF13451,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF16967,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,
PF14080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF01707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09667,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF11671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14539,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,
PF02745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09857,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF08674,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF14343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16258,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,
PF06252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14815,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF07350,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
PF02513,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF16332,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF07940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00758,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF17437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12067,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF01152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14291,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,
PF10941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
PF11869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11304,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF10986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09029,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,
PF11321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15176,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,
PF10129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14316,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,
PF03128,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF07695,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
PF08050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
PF05483,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,
PF02665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05270,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,
PF04621,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF04645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00859,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF16986,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
PF13875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17253,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
PF05568,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,
PF15117,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF13683,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,
PF05524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13575,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,
PF11769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06617,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF06130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12814,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,
PF05515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF09893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16990,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,
PF06971,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,
PF14096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05587,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
PF04090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08044,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
PF06808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
PF17567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12308,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF11777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03070,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF11827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03344,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,
PF16556,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,
PF12017,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,
PF01717,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF08267,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF15609,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
PF16673,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF12338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09165,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF03440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05924,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,
PF04553,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,
PF12561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14054,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,
PF05440,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
PF05979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04843,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
PF11590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08080,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF05922,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,
PF04642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09004,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF06128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
PF03272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09349,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,
PF16616,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF06305,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,
PF13624,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,
PF15849,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,
PF13610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00301,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,
PF17168,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
PF04172,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
PF14807,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF08392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16319,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,
PF03246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
PF05578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02870,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF16831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14921,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF02106,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF17638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12245,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,
PF08855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12368,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF01671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15790,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF02956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10683,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,
PF13034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF01610,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,
PF14920,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
PF10774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14258,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
PF02899,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
PF03393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF01845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06972,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,
PF12443,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,
PF15404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15327,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF13049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03929,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF02627,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF05476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF01983,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF10209,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF08553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15371,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
PF02821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09496,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,
PF02713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14673,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
PF15206,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
PF06690,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF08910,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,
PF15921,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,
PF03253,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF16778,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
PF02404,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF12843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15782,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
PF07848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF08576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15212,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
PF02662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF01197,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,
PF15723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF01817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF00480,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF02350,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF14474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07085,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
PF16956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15268,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF09014,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF01573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07953,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF03586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14240,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
PF16762,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
PF16942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF05407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12657,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF16819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF10692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF02994,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,
PF03884,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
PF00882,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,
PF15914,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,
PF08274,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
PF08647,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
PF08485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13412,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,
PF12840,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,
PF11714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF07871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16378,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,
PF06706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF11180,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
PF15550,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF02563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14763,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,
PF11258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF13509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF04459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF14710,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
PF16606,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,
PF17434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF17616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF06385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03961,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,
PF16955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF15027,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,
PF11373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF12985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF16755,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,
PF06692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF09123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF03973,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,
PF15709,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,
PF17173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
PF08378,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
PF08651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
PF12255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
